support,itemsets
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Total Cost', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Cost', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Total Cost', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Total Cost', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Total Cost', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Total Cost', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Units Sold', 'Total Cost', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Cost', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Total Cost', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Total Cost', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Total Cost', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Total Cost', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Total Cost', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Total Cost', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Ship Date', 'Order Priority', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Order Priority', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Order Priority', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Ship Date', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Ship Date', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Units Sold', 'Order Priority', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Units Sold', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Order Priority', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Order Priority', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Order Priority', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Unit Cost', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Unit Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Order Priority', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority', 'Order Date'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Order Priority', 'Order Date'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Order Priority', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Order Priority', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Order Priority', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Total Cost', 'Order Priority', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Order Priority', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Order Priority', 'Order Date'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority', 'Order Date'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Order Priority', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Total Cost', 'Order Priority', 'Order Date'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Order Priority', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Total Cost', 'Order Priority', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Order Priority', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Order Priority', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Units Sold', 'Order Priority', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Order Priority', 'Order Date'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Order Priority', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Order Priority', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Order Priority', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Total Cost', 'Order Priority', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Order Priority', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Total Cost', 'Order Priority', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Order Priority', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Cost', 'Order Priority', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Total Cost', 'Order Priority', 'Order Date'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Order Priority', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Total Cost', 'Order Priority', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Total Cost', 'Order Priority', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Order Priority', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Order Priority', 'Order ID'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order ID'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Order Priority', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Order Priority', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Order Priority', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Total Cost', 'Order Priority', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Order Priority', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Order Priority', 'Order ID'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority', 'Order ID'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Order Priority', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Total Cost', 'Order Priority', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Order Priority', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Total Cost', 'Order Priority', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Order Priority', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Order Priority', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Units Sold', 'Total Cost', 'Order Priority', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Units Sold', 'Order Priority', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Order Priority', 'Order ID'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority', 'Order ID'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Order Priority', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Total Cost', 'Order Priority', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Order Priority', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Units Sold', 'Total Cost', 'Order Priority', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Order Priority', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Total Cost', 'Order Priority', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Order Priority', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Total Cost', 'Order Priority', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Order Priority', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Cost', 'Order Priority', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Total Cost', 'Order Priority', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Order Priority', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Total Cost', 'Order Priority', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Total Cost', 'Order Priority', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Order Priority', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Order Priority', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Order Priority', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Order Priority', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Order Priority', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Total Cost', 'Order Priority', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Order Priority', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Total Cost', 'Order Priority', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Order Priority', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Total Cost', 'Order Priority', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Order Priority', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Order Priority', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Total Cost', 'Order Priority', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Order Priority', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Units Sold', 'Total Cost', 'Order Priority', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Order Priority', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Total Cost', 'Order Priority', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Total Cost', 'Order Priority', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Order Priority', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Total Cost', 'Order Priority', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Total Cost', 'Order Priority', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Total Cost', 'Order Priority', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Total Cost', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Order Date', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Total Cost', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Total Cost', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Total Cost', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Units Sold', 'Order Date', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Total Cost', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Order Date', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Total Cost', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Order Date', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Cost', 'Order Date', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Total Cost', 'Order Date', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Total Cost', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Total Cost', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Total Cost', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Order Date'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Date'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Date'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Total Cost', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Total Cost', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Total Cost', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Total Cost', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Cost', 'Order Date'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Total Cost', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Total Cost', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Total Cost', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Total Cost', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Units Sold', 'Total Cost', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Cost', 'Order Date'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Total Cost', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Total Cost', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Total Cost', 'Order Date', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Total Cost', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Total Cost', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Total Cost', 'Order Date', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Total Cost', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Order ID'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order ID'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Total Cost', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Total Cost', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Order ID', 'Unit Price'})"
